timestamp,event,details
2025-11-25 17:27:57,RUN_NOW,Event at 2025-11-26 00:30:38+00:00
2025-11-25 17:27:59,BOT_START,"Key: ...d8ae8, Reason: Normal operation (quota: 16.8%)"
2025-11-25 17:40:52,BOT_FINISH,Code: 0
2025-11-25 17:40:55,SLEEP_AFTER_RUN,Sleeping 900.0s
2025-11-25 17:57:32,RUN_NOW,Event at 2025-11-26 01:00:30+00:00
2025-11-25 17:57:33,BOT_START,"Key: ...4172a, Reason: Normal operation (quota: 17.1%)"
2025-11-25 18:06:14,SCHEDULER_STOPPED,User interrupted
2025-11-25 18:59:02,SCHEDULER_STARTUP,"{""ADVANCE_MINUTES"": 20, ""MIN_API_INTERVAL"": 2.0, ""POST_RUN_SLEEP"": 900.0, ""BOOKMAKERS_STR"": ""bet365,betway,bodog,coolbet,888sport,unibet,pinnacle,betonlineag,bovada,sportsbet"", ""SPORT_WHITELIST"": [""basketball_ncaab"", ""americanfootball_ncaaf"", ""icehockey_nhl"", ""americanfootball_nfl"", ""basketball_nba""], ""DEMO_PHASE"": true, ""ADAPTIVE_SCHEDULING"": true, ""BASE_RUN_INTERVAL"": 120, ""PEAK_HOURS"": ""17-23"", ""QUOTA_THRESHOLDS"": ""Warning: 70%, Critical: 90%"", ""SLEEP_MODE"": true, ""SLEEP_HOURS"": ""0-8""}"
2025-11-25 19:00:41,RUN_NOW,Event at 2025-11-26 02:05:00+00:00
2025-11-25 19:00:42,BOT_START,"Key: ...41f9a, Reason: Normal operation (quota: 17.5%)"
2025-11-25 19:05:04,BOT_FINISH,Code: 1
2025-11-25 19:06:05,BOT_START,"Key: ...41f9a, Reason: Normal operation (quota: 17.5%)"
2025-11-25 19:11:20,SCHEDULER_STOPPED,User interrupted
2025-11-25 19:15:56,SCHEDULER_STARTUP,"{""ADVANCE_MINUTES"": 20, ""MIN_API_INTERVAL"": 2.0, ""POST_RUN_SLEEP"": 900.0, ""BOOKMAKERS_STR"": ""bet365,betway,bodog,coolbet,888sport,unibet,pinnacle,betonlineag,bovada,sportsbet"", ""SPORT_WHITELIST"": [""icehockey_nhl"", ""americanfootball_ncaaf"", ""basketball_nba"", ""americanfootball_nfl"", ""basketball_ncaab""], ""DEMO_PHASE"": true, ""ADAPTIVE_SCHEDULING"": true, ""BASE_RUN_INTERVAL"": 120, ""PEAK_HOURS"": ""17-23"", ""QUOTA_THRESHOLDS"": ""Warning: 70%, Critical: 90%"", ""SLEEP_MODE"": true, ""SLEEP_HOURS"": ""0-8""}"
2025-11-25 19:17:52,RUN_NOW,Event at 2025-11-26 02:30:00+00:00
2025-11-25 19:17:54,BOT_START,"Key: ...cfc6f, Reason: Normal operation (quota: 18.1%)"
2025-11-25 19:21:27,SCHEDULER_STOPPED,User interrupted
2025-11-26 09:14:22,SCHEDULER_STARTUP,"{""ADVANCE_MINUTES"": 20, ""MIN_API_INTERVAL"": 2.0, ""POST_RUN_SLEEP"": 900.0, ""BOOKMAKERS_STR"": ""bet365,betway,bodog,coolbet,888sport,unibet,pinnacle,betonlineag,bovada,sportsbet"", ""SPORT_WHITELIST"": [""americanfootball_ncaaf"", ""basketball_ncaab"", ""icehockey_nhl"", ""basketball_nba"", ""americanfootball_nfl""], ""DEMO_PHASE"": true, ""ADAPTIVE_SCHEDULING"": true, ""BASE_RUN_INTERVAL"": 120, ""PEAK_HOURS"": ""17-23"", ""QUOTA_THRESHOLDS"": ""Warning: 70%, Critical: 90%"", ""SLEEP_MODE"": true, ""SLEEP_HOURS"": ""0-8""}"
2025-11-26 09:17:38,SCHEDULER_STOPPED,User interrupted
2025-11-26 09:18:05,SCHEDULER_STARTUP,"{""ADVANCE_MINUTES"": 20, ""MIN_API_INTERVAL"": 2.0, ""POST_RUN_SLEEP"": 900.0, ""BOOKMAKERS_STR"": ""bet365,betway,bodog,coolbet,888sport,unibet,pinnacle,betonlineag,bovada,sportsbet"", ""SPORT_WHITELIST"": [""americanfootball_nfl"", ""basketball_ncaab"", ""americanfootball_ncaaf"", ""basketball_nba"", ""icehockey_nhl""], ""DEMO_PHASE"": true, ""ADAPTIVE_SCHEDULING"": true, ""BASE_RUN_INTERVAL"": 120, ""PEAK_HOURS"": ""17-23"", ""QUOTA_THRESHOLDS"": ""Warning: 70%, Critical: 90%"", ""SLEEP_MODE"": true, ""SLEEP_HOURS"": ""0-8""}"
2025-11-26 09:19:13,SCHEDULER_STOPPED,User interrupted
2025-11-26 09:19:32,SCHEDULER_STARTUP,"{""ADVANCE_MINUTES"": 20, ""MIN_API_INTERVAL"": 2.0, ""POST_RUN_SLEEP"": 900.0, ""BOOKMAKERS_STR"": ""bet365,betway,bodog,coolbet,888sport,unibet,pinnacle,betonlineag,bovada,sportsbet"", ""SPORT_WHITELIST"": [""basketball_nba"", ""americanfootball_ncaaf"", ""americanfootball_nfl"", ""basketball_ncaab"", ""icehockey_nhl""], ""DEMO_PHASE"": true, ""ADAPTIVE_SCHEDULING"": true, ""BASE_RUN_INTERVAL"": 120, ""PEAK_HOURS"": ""17-23"", ""QUOTA_THRESHOLDS"": ""Warning: 70%, Critical: 90%"", ""SLEEP_MODE"": true, ""SLEEP_HOURS"": ""0-8""}"
