timestamp,match,sport,market,bookmakers,outcomes,stakes,odds,profit,result,bankroll_after,margin_percent,start_time,sim_actual_profit
2025-12-02 18:44:54,New York Islanders vs Tampa Bay Lightning,icehockey_nhl,spreads,"{'New York Islanders': 'pinnacle', 'Tampa Bay Lightning': 'coolbet'}","{'New York Islanders': 2.48, 'Tampa Bay Lightning': 2.35}","[25.0, 25.0]","[2.48, 2.35]",8.75,pending,100.00,17.5,2025-12-03T00:08:28Z,pending
2025-12-02 18:45:03,New York Rangers vs Dallas Stars,icehockey_nhl,spreads,"{'Dallas Stars': 'bovada', 'New York Rangers': 'pinnacle'}","{'Dallas Stars': 4.4, 'New York Rangers': 4.26}","[25.0, 25.0]","[4.4, 4.26]",56.5,pending,100.00,113.0,2025-12-03T00:09:06Z,pending
2025-12-02 18:45:13,Edmonton Oilers vs Minnesota Wild,icehockey_nhl,totals,"{'Over': 'sportsbet', 'Under': 'pinnacle'}","{'Over': 2.06, 'Under': 2.04}","[12.2, 12.2]","[2.06, 2.04]",0.49,pending,100.00,2.0,2025-12-03T02:10:00Z,pending
2025-12-02 18:45:21,Vegas Golden Knights vs Chicago Blackhawks,icehockey_nhl,totals,"{'Over': 'unibet', 'Under': 'sportsbet'}","{'Over': 2.1, 'Under': 2.1}","[23.8, 23.8]","[2.1, 2.1]",2.38,pending,100.00,5.0,2025-12-03T03:10:00Z,pending
2025-12-02 18:49:38,South Carolina Gamecocks vs Virginia Tech Hokies,basketball_ncaab,h2h,"{'South Carolina Gamecocks': 'pinnacle', 'Virginia Tech Hokies': 'unibet'}","{'South Carolina Gamecocks': 2.45, 'Virginia Tech Hokies': 3.0}","[25.0, 25.0]","[2.45, 3.0]",11.25,pending,100.00,22.5,2025-12-03T00:03:00Z,pending
2025-12-02 18:49:47,Wake Forest Demon Deacons vs Oklahoma Sooners,basketball_ncaab,h2h,"{'Oklahoma Sooners': 'pinnacle', 'Wake Forest Demon Deacons': 'unibet'}","{'Oklahoma Sooners': 2.06, 'Wake Forest Demon Deacons': 3.8}","[25.0, 25.0]","[2.06, 3.8]",1.5,pending,100.00,3.0,2025-12-03T00:05:00Z,pending
2025-12-02 18:49:59,Loyola (Chi) Ramblers vs Central Michigan Chippewas,basketball_ncaab,h2h,"{'Central Michigan Chippewas': 'unibet', 'Loyola (Chi) Ramblers': 'bovada'}","{'Central Michigan Chippewas': 2.07, 'Loyola (Chi) Ramblers': 2.2}","[25.0, 25.0]","[2.07, 2.2]",1.75,pending,100.00,3.5,2025-12-03T01:03:03Z,pending
2025-12-02 18:50:08,Notre Dame Fighting Irish vs Missouri Tigers,basketball_ncaab,spreads,"{'Missouri Tigers': 'sportsbet', 'Notre Dame Fighting Irish': 'pinnacle'}","{'Missouri Tigers': 2.03, 'Notre Dame Fighting Irish': 2.01}","[4.95, 4.95]","[2.03, 2.01]",0.05,pending,100.00,0.5,2025-12-03T02:00:00Z,pending
2025-12-02 19:07:12,Boston Celtics vs New York Knicks,basketball_nba,h2h,"{'Boston Celtics': 'pinnacle', 'New York Knicks': 'betway'}","{'Boston Celtics': 2.69, 'New York Knicks': 2.05}","[25.0, 25.0]","[2.69, 2.05]",1.25,win,100.00,2.5,2025-12-03T01:13:00Z
